phi;Fkm/2;Fkm;F2km;F10km;F50km;F100km
-3.141592653589793;8.024896843870416e-18;9.215953985036781e-07;0.0004492764171183926;0.01052556815547129;0.017739343005591088;0.018667942001538866
-3.138524692014022;8.356749348240183e-18;9.352033982981443e-07;0.0004528966581146236;0.01057159744494714;0.01780520682644785;0.018736022568787192
-3.1354567304382504;8.70232490560366e-18;9.490123297147842e-07;0.0004565460707754824;0.01061782791774782;0.017871314694174578;0.01880435084429406
-3.132388768862479;9.062191003567248e-18;9.630251596493452e-07;0.00046022489016411686;0.010664260451788112;0.01793766750748705;0.018872927723001347
-3.129320807286708;9.43693859697819e-18;9.77244898805868e-07;0.00046393335323779376;0.010710895928795278;0.018004266168348416;0.018941754103014588
-3.126252845710937;9.82718307836152e-18;9.91674602343544e-07;0.00046767169886315893;0.010757735234325246;0.018071111581980194;0.01901083088561336
-3.1231848841351653;1.0233565288488817e-17;1.0063173705331203e-06;0.00047144016783162116;0.01080477925777908;0.018138204656873318;0.019080158975261732
-3.120116922559394;1.0656752568735353e-17;1.0211763494230075e-06;0.00047523900287486313;0.010852028892419348;0.018205546304799213;0.01914973927961866
-3.117048960983623;1.1097439856957087e-17;1.0362547315152183e-06;0.00047906844868047757;0.010899485035386675;0.018273137440820986;0.01921957270954861
-3.113980999407852;1.1556350828683412e-17;1.051555756451291e-06;0.00048292875190772606;0.010947148587716332;0.01834097898330451;0.01928966017913195
-3.11091303783208;1.203423908550308e-17;1.067082711708332e-06;0.0004868201612034245;0.010995020454354848;0.018409071853929645;0.019360002605675546
-3.107845076256309;1.2531889392592055e-17;1.0828389333053373e-06;0.0004907429272179602;0.011043101544176724;0.0184774169777014;0.019430600909723296
-3.104777114680538;1.3050118967417539e-17;1.0988278065199652e-06;0.0004946973026214385;0.011091392770001254;0.018546015282961237;0.019501456015066764
-3.1017091531047662;1.3589778821733247e-17;1.115052766615855e-06;0.000498683542119955;0.011139895048609324;0.018614867701398304;0.019572568848755786
-3.098641191528995;1.4151755159069978e-17;1.1315172995807163e-06;0.0005027019024719985;0.01118860930076035;0.01868397516806069;0.019643940341109056
-3.095573229953224;1.4736970830016965e-17;1.1482249428752984e-06;0.0005067526425049959;0.01123753645120929;0.018753338621366866;0.01971557142572486
-3.0925052683774528;1.5346386847682138e-17;1.1651792861934372e-06;0.0005108360231319748;0.011286677428723638;0.01882295900311692;0.01978746303949175
-3.089437306801681;1.598100396582271e-17;1.1823839722333004e-06;0.0005149523073683778;0.011336033166100618;0.018892837258504026;0.01985961612259923
-3.08636934522591;1.6641864322233674e-17;1.1998426974800332e-06;0.0005191017603489945;0.011385604600184314;0.01896297433612578;0.019932031618548514
-3.083301383650139;1.7330053150098102e-17;1.2175592129999777e-06;0.000523284649345046;0.011435392671882967;0.019033371187995758;0.020004710474163342
-3.0802334220743677;1.8046700560103625e-17;1.2355373252465804e-06;0.0005275012437813973;0.011485398326186315;0.019104028769554863;0.02007765363960068
-3.077165460498596;1.8792983396257238e-17;1.253780896878243e-06;0.0005317518152539086;0.011535622512182963;0.01917494803968293;0.020150862068361607
-3.074097498922825;1.9570127168440552e-17;1.2722938475882001e-06;0.0005360366375469304;0.01158606618307787;0.01924612996071018;0.0202243367173021
-3.0710295373470538;2.0379408064885163e-17;1.2910801549467116e-06;0.0005403559866509412;0.011636730296209912;0.019317575498428812;0.02029807854664396
-3.067961575771282;2.1222155047866317e-17;1.3101438552556332e-06;0.0005447101407803205;0.011687615813069463;0.019389285622104614;0.02037208851998569
-3.064893614195511;2.2099752036061684e-17;1.32948904441563e-06;0.0005490993803912662;0.011738723699316082;0.019461261304488543;0.020446367604313325
